"HDI Rank","Country","1990","1995","2000","2005","2010","2011","2012","2013","2014","2015"
"169"," Afghanistan","12.1","16.8","19.7","24.4","28.0","28.8","29.7","30.7","31.6","32.5"
"75"," Albania","3.3","3.1","3.1","3.1","2.9","2.9","2.9","2.9","2.9","2.9"
"83"," Algeria","25.9","28.9","31.2","33.3","36.0","36.7","37.4","38.2","38.9","39.7"
"32"," Andorra","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"150"," Angola","11.1","13.0","15.1","17.9","21.2","21.9","22.7","23.4","24.2","25.0"
"62"," Antigua and Barbuda","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"45"," Argentina","32.7","35.0","37.1","39.1","41.2","41.7","42.1","42.5","43.0","43.4"
"84"," Armenia","3.5","3.2","3.1","3.0","3.0","3.0","3.0","3.0","3.0","3.0"
"2"," Australia","17.1 k","18.1 k","19.1 k","20.3 k","22.2 k","22.5 k","22.9 k","23.3 k","23.6 k","24.0 k"
"24"," Austria","7.7","8.0","8.1","8.2","8.4","8.4","8.5","8.5","8.5","8.5"
"78"," Azerbaijan","7.2 u","7.8 u","8.1 u","8.6 u","9.1 u","9.2 u","9.4 u","9.5 u","9.6 u","9.8 u"
"58"," Bahamas","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4"
"47"," Bahrain","0.5","0.6","0.7","0.9","1.3","1.3","1.3","1.3","1.4","1.4"
"139"," Bangladesh","106.0","118.4","131.3","142.9","151.6","153.4","155.3","157.2","159.1","161.0"
"54"," Barbados","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"52"," Belarus","10.2","10.2","10.0","9.6","9.5","9.5","9.5","9.5","9.5","9.5"
"22"," Belgium","10.0","10.2","10.3","10.6","10.9","11.0","11.1","11.2","11.2","11.3"
"103"," Belize","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.4","0.4"
"167"," Benin","5.0","6.0","6.9","8.2","9.5","9.8","10.1","10.3","10.6","10.9"
"132"," Bhutan","0.5","0.5","0.6","0.7","0.7","0.7","0.7","0.8","0.8","0.8"
"118"," Bolivia (Plurinational State of)","6.9","7.6","8.3","9.1","9.9","10.1","10.2","10.4","10.6","10.7"
"81"," Bosnia and Herzegovina","4.5","3.9","3.8","3.8","3.8","3.8","3.8","3.8","3.8","3.8"
"108"," Botswana","1.4","1.6","1.7","1.9","2.0","2.1","2.1","2.2","2.2","2.3"
"79"," Brazil","150.4","162.8","175.8","188.5","198.6","200.5","202.4","204.3","206.1","207.8"
"30"," Brunei Darussalam","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"56"," Bulgaria","8.8","8.4","8.0","7.7","7.4","7.4","7.3","7.3","7.2","7.2"
"185"," Burkina Faso","8.8","10.1","11.6","13.4","15.6","16.1","16.6","17.1","17.6","18.1"
"184"," Burundi","5.6","6.2","6.8","7.9","9.5","9.8","10.1","10.5","10.8","11.2"
"122"," Cabo Verde","0.3","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"143"," Cambodia","9.0","10.7","12.2","13.3","14.4","14.6","14.8","15.1","15.3","15.6"
"153"," Cameroon","12.1","13.9","15.9","18.1","20.6","21.1","21.7","22.2","22.8","23.3"
"10"," Canada","27.7","29.3","30.7","32.3","34.1","34.5","34.9","35.2","35.6","35.9"
"188"," Central African Republic","2.9","3.3","3.7","4.1","4.4","4.5","4.6","4.7","4.8","4.9"
"186"," Chad","6.0","7.0","8.3","10.1","11.9","12.3","12.7","13.1","13.6","14.0"
"38"," Chile","13.1","14.2","15.2","16.1","17.0","17.2","17.4","17.6","17.8","17.9"
"90"," China","1154.6","1227.8","1270.0","1305.6","1341.0","1348.2","1355.4","1362.5","1369.4","1376.0"
"95"," Colombia","34.3","37.4","40.4","43.3","45.9","46.4","46.9","47.3","47.8","48.2"
"160"," Comoros","0.4","0.5","0.5","0.6","0.7","0.7","0.7","0.8","0.8","0.8"
"135"," Congo","2.4","2.7","3.1","3.5","4.1","4.2","4.3","4.4","4.5","4.6"
"176"," Congo (Democratic Republic of the)","35.0","42.2","48.0","56.1","65.9","68.1","70.3","72.6","74.9","77.3"
"66"," Costa Rica","3.1","3.5","3.9","4.2","4.5","4.6","4.7","4.7","4.8","4.8"
"45"," Croatia","4.8","4.6","4.4","4.4","4.3","4.3","4.3","4.3","4.3","4.2"
"68"," Cuba","10.6","10.9","11.1","11.3","11.3","11.3","11.3","11.4","11.4","11.4"
"33"," Cyprus","0.8","0.9","0.9","1.0","1.1","1.1","1.1","1.1","1.2","1.2 bb"
"28"," Czech Republic","10.3","10.3","10.3","10.2","10.5","10.5","10.5","10.5","10.5","10.5"
"171"," Côte d'Ivoire","12.2","14.4","16.5","18.1","20.1","20.6","21.1","21.6","22.2","22.7"
"5"," Denmark","5.1","5.2","5.3","5.4","5.6","5.6","5.6","5.6","5.6","5.7"
"172"," Djibouti","0.6","0.7","0.7","0.8","0.8","0.8","0.9","0.9","0.9","0.9"
"96"," Dominica","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"99"," Dominican Republic","7.2","7.9","8.6","9.2","9.9","10.0","10.2","10.3","10.4","10.5"
"89"," Ecuador","10.2","11.4","12.6","13.7","14.9","15.2","15.4","15.7","15.9","16.1"
"111"," Egypt","56.4","62.4","68.3","74.9","82.0","83.8","85.7","87.6","89.6","91.5"
"117"," El Salvador","5.3","5.6","5.8","5.9","6.0","6.1","6.1","6.1","6.1","6.1"
"135"," Equatorial Guinea","0.4","0.4","0.5","0.6","0.7","0.8","0.8","0.8","0.8","0.8"
"179"," Eritrea","3.1","3.2","3.5","4.2","4.7","4.8","4.9","5.0","5.1","5.2"
"30"," Estonia","1.6","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.3"
"174"," Ethiopia","48.1","57.2","66.4","76.6","87.6","89.9","92.2","94.6","97.0","99.4"
"91"," Fiji","0.7","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.9"
"23"," Finland","5.0 i","5.1 i","5.2 i","5.2 i","5.4 i","5.4 i","5.4 i","5.5 i","5.5 i","5.5 i"
"21"," France","56.9","58.2","59.4","61.2","63.0","63.3","63.6","63.8","64.1","64.4"
"109"," Gabon","1.0","1.1","1.2","1.4","1.5","1.6","1.6","1.6","1.7","1.7"
"173"," Gambia","0.9","1.1","1.2","1.4","1.7","1.7","1.8","1.9","1.9","2.0"
"70"," Georgia","5.5 v","5.1 v","4.7 v","4.5 v","4.3 v","4.2 v","4.1 v","4.1 v","4.0 v","4.0 v"
"4"," Germany","79.0","81.6","81.9","81.2","80.4","80.4","80.5","80.6","80.6","80.7"
"139"," Ghana","14.6","16.8","18.8","21.4","24.3","24.9","25.5","26.2","26.8","27.4"
"29"," Greece","10.1","10.6","11.0","11.1","11.2","11.2","11.1","11.1","11.0","11.0"
"79"," Grenada","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"125"," Guatemala","9.2","10.4","11.7","13.2","14.7","15.0","15.4","15.7","16.0","16.3"
"183"," Guinea","6.0","7.9","8.8","9.7","11.0","11.3","11.6","11.9","12.3","12.6"
"178"," Guinea-Bissau","1.1","1.2","1.3","1.5","1.6","1.7","1.7","1.8","1.8","1.8"
"127"," Guyana","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8"
"163"," Haiti","7.1","7.8","8.5","9.3","10.0","10.1","10.3","10.4","10.6","10.7"
"130"," Honduras","4.9","5.6","6.2","6.9","7.5","7.6","7.7","7.8","8.0","8.1"
"12"," Hong Kong, China (SAR)","5.8","6.1","6.8","6.8","7.0","7.0","7.1","7.2","7.2","7.3"
"43"," Hungary","10.4","10.4","10.2","10.1","10.0","10.0","10.0","9.9","9.9","9.9"
"9"," Iceland","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"131"," India","870.6","960.9","1053.5","1144.3","1231.0","1247.4","1263.6","1279.5","1295.3","1311.1"
"113"," Indonesia","181.4","197.0","211.5","226.3","241.6","244.8","248.0","251.3","254.5","257.6"
"69"," Iran (Islamic Republic of)","56.2","60.3","65.8","70.1","74.3","75.2","76.2","77.2","78.1","79.1"
"121"," Iraq","17.5","20.2","23.6","27.0","30.9","31.9","33.0","34.1","35.3","36.4"
"8"," Ireland","3.6","3.6","3.8","4.2","4.6","4.7","4.7","4.7","4.7","4.7"
"19"," Israel","4.5","5.3","6.0","6.6","7.4","7.6","7.7","7.8","7.9","8.1"
"26"," Italy","57.0","57.1","57.1","58.7","59.6","59.7","59.7","59.8","59.8","59.8"
"94"," Jamaica","2.4","2.5","2.6","2.7","2.7","2.8","2.8","2.8","2.8","2.8"
"17"," Japan","122.2","124.5","125.7","127.0","127.3","127.3","127.1","127.0","126.8","126.6"
"86"," Jordan","3.4","4.3","4.8","5.3","6.5","6.8","7.0","7.2","7.4","7.6"
"56"," Kazakhstan","16.5","15.9","15.0","15.5","16.3","16.6","16.8","17.1","17.4","17.6"
"146"," Kenya","23.4","27.4","31.1","35.3","40.3","41.4","42.5","43.7","44.9","46.0"
"137"," Kiribati","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"0"," Korea (Democratic People's Rep. of)","20.2","21.8","22.8","23.8","24.5","24.6","24.8","24.9","25.0","25.2"
"18"," Korea (Republic of)","43.0","44.7","46.2","47.6","49.1","49.4","49.6","49.8","50.1","50.3"
"51"," Kuwait","2.1","1.6","1.9","2.3","3.1","3.2","3.4","3.6","3.8","3.9"
"120"," Kyrgyzstan","4.4","4.6","5.0","5.1","5.5","5.6","5.6","5.7","5.8","5.9"
"138"," Lao People's Democratic Republic","4.2","4.9","5.3","5.7","6.3","6.4","6.5","6.6","6.7","6.8"
"44"," Latvia","2.7","2.5","2.4","2.2","2.1","2.1","2.0","2.0","2.0","2.0"
"76"," Lebanon","2.7","3.0","3.2","4.0","4.3","4.6","4.9","5.3","5.6","5.9"
"160"," Lesotho","1.6","1.8","1.9","1.9","2.0","2.0","2.1","2.1","2.1","2.1"
"177"," Liberia","2.1","2.1","2.9","3.3","4.0","4.1","4.2","4.3","4.4","4.5"
"102"," Libya","4.4","4.9","5.3","5.8","6.3","6.3","6.3","6.3","6.3","6.3"
"15"," Liechtenstein","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"37"," Lithuania","3.7","3.6","3.5","3.3","3.1","3.1","3.0","3.0","2.9","2.9"
"20"," Luxembourg","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.6"
"158"," Madagascar","11.5","13.5","15.7","18.3","21.1","21.7","22.3","22.9","23.6","24.2"
"170"," Malawi","9.4","9.8","11.2","12.7","14.8","15.2","15.7","16.2","16.7","17.2"
"59"," Malaysia","18.2 t","20.7 t","23.4 t","25.8 t","28.1 t","28.6 t","29.0 t","29.5 t","29.9 t","30.3 t"
"105"," Maldives","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4"
"175"," Mali","8.5","9.6","11.0","12.9","15.2","15.6","16.1","16.6","17.1","17.6"
"33"," Malta","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
"0"," Marshall Islands","0.0","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"157"," Mauritania","2.0","2.3","2.7","3.2","3.6","3.7","3.8","3.9","4.0","4.1"
"64"," Mauritius","1.1 h","1.1 h","1.2 h","1.2 h","1.2 h","1.3 h","1.3 h","1.3 h","1.3 h","1.3 h"
"77"," Mexico","85.6","94.4","102.8","109.7","118.6","120.4","122.1","123.7","125.4","127.0"
"127"," Micronesia (Federated States of)","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"107"," Moldova (Republic of)","4.4 x","4.3 x","4.2 x","4.2 x","4.1 x","4.1 x","4.1 x","4.1 x","4.1 x","4.1 x"
"0"," Monaco","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"92"," Mongolia","2.2","2.3","2.4","2.5","2.7","2.8","2.8","2.9","2.9","3.0"
"48"," Montenegro","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6"
"123"," Morocco","24.9","27.2","29.0","30.4","32.1","32.5","33.0","33.5","33.9","34.4"
"181"," Mozambique","13.4","15.9","18.3","21.1","24.3","25.0","25.7","26.5","27.2","28.0"
"145"," Myanmar","42.0","44.7","47.7","50.0","51.7","52.1","52.5","53.0","53.4","53.9"
"125"," Namibia","1.4","1.7","1.9","2.0","2.2","2.2","2.3","2.3","2.4","2.5"
"0"," Nauru","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"144"," Nepal","18.7","21.4","23.7","25.5","26.9","27.2","27.5","27.8","28.2","28.5"
"7"," Netherlands","14.9","15.5","15.9","16.3","16.6","16.7","16.7","16.8","16.9","16.9"
"13"," New Zealand","3.4","3.7","3.9","4.1","4.4","4.4","4.4","4.5","4.5","4.5"
"124"," Nicaragua","4.1","4.6","5.0","5.4","5.7","5.8","5.9","5.9","6.0","6.1"
"187"," Niger","7.9","9.4","11.2","13.5","16.3","16.9","17.6","18.4","19.1","19.9"
"152"," Nigeria","95.6","108.4","122.9","139.6","159.4","163.8","168.2","172.8","177.5","182.2"
"1"," Norway","4.2 j","4.4 j","4.5 j","4.6 j","4.9 j","5.0 j","5.0 j","5.1 j","5.1 j","5.2 j"
"52"," Oman","1.8","2.2","2.2","2.5","2.9","3.2","3.5","3.9","4.2","4.5"
"147"," Pakistan","107.6","122.6","138.3","153.4","170.0","173.7","177.4","181.2","185.0","188.9"
"60"," Palau","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"114"," Palestine, State of","2.1 w","2.6 w","3.2 w","3.6 w","4.1 w","4.2 w","4.3 w","4.4 w","4.5 w","4.7 w"
"60"," Panama","2.5","2.7","3.0","3.3","3.6","3.7","3.7","3.8","3.9","3.9"
"154"," Papua New Guinea","4.2","4.7","5.4","6.1","6.8","7.0","7.2","7.3","7.5","7.6"
"110"," Paraguay","4.2","4.8","5.3","5.8","6.2","6.3","6.4","6.5","6.6","6.6"
"87"," Peru","21.8","24.0","25.9","27.6","29.4","29.8","30.2","30.6","31.0","31.4"
"116"," Philippines","61.9","69.8","77.9","86.1","93.0","94.5","96.0","97.6","99.1","100.7"
"36"," Poland","38.2","38.6","38.5","38.5","38.6","38.6","38.6","38.6","38.6","38.6"
"41"," Portugal","9.9","10.1","10.3","10.5","10.6","10.6","10.5","10.5","10.4","10.3"
"33"," Qatar","0.5","0.5","0.6","0.8","1.8","1.9","2.0","2.1","2.2","2.2"
"50"," Romania","23.5","23.0","22.1","21.4","20.3","20.1","19.9","19.8","19.7","19.5"
"49"," Russian Federation","147.6","148.3","146.4","143.6","143.2","143.2","143.3","143.4","143.4","143.5"
"159"," Rwanda","7.3","5.9","8.0","9.0","10.3","10.6","10.8","11.1","11.3","11.6"
"74"," Saint Kitts and Nevis","0.0","0.0","0.0","0.0","0.1","0.1","0.1","0.1","0.1","0.1"
"92"," Saint Lucia","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"99"," Saint Vincent and the Grenadines","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"104"," Samoa","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"0"," San Marino","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"142"," Sao Tome and Principe","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2"
"38"," Saudi Arabia","16.4","18.9","21.4","24.7","28.1","28.8","29.5","30.2","30.9","31.5"
"162"," Senegal","7.5","8.7","9.9","11.3","13.0","13.4","13.8","14.2","14.7","15.1"
"66"," Serbia","9.5 y","9.9 y","9.5 y","9.2 y","9.1 y","9.0 y","9.0 y","8.9 y","8.9 y","8.9 y"
"63"," Seychelles","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"179"," Sierra Leone","3.9","3.8","4.1","5.1","5.8","5.9","6.0","6.2","6.3","6.5"
"5"," Singapore","3.0","3.5","3.9","4.5","5.1","5.2","5.3","5.4","5.5","5.6"
"40"," Slovakia","5.3","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4"
"25"," Slovenia","2.0","2.0","2.0","2.0","2.1","2.1","2.1","2.1","2.1","2.1"
"156"," Solomon Islands","0.3","0.4","0.4","0.5","0.5","0.5","0.5","0.6","0.6","0.6"
"0"," Somalia","6.3","6.3","7.4","8.5","9.6","9.8","10.0","10.3","10.5","10.8"
"119"," South Africa","36.8","41.4","44.9","48.4","51.6","52.2","52.8","53.4","54.0","54.5"
"181"," South Sudan","5.8","5.5","6.7","8.1","10.1","10.5","11.0","11.5","11.9","12.3"
"27"," Spain","39.2 z","39.8 z","40.8 z","43.9 z","46.6 z","46.7 z","46.6 z","46.5 z","46.3 z","46.1 z"
"73"," Sri Lanka","17.3","18.2","18.8","19.5","20.2","20.3","20.4","20.5","20.6","20.7"
"165"," Sudan","20.0","24.7","28.1","32.0","36.1","36.9","37.7","38.5","39.4","40.2"
"97"," Suriname","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"148"," Swaziland","0.9","1.0","1.1","1.1","1.2","1.2","1.2","1.3","1.3","1.3"
"14"," Sweden","8.6","8.8","8.9","9.0","9.4","9.5","9.5","9.6","9.7","9.8"
"2"," Switzerland","6.7","7.0","7.2","7.4","7.8","7.9","8.0","8.1","8.2","8.3"
"149"," Syrian Arab Republic","12.5","14.3","16.4","18.1","20.7","20.5","20.0","19.3","18.8","18.5"
"129"," Tajikistan","5.3","5.8","6.2","6.8","7.6","7.8","7.9","8.1","8.3","8.5"
"151"," Tanzania (United Republic of)","25.5 s","29.9 s","34.0 s","39.1 s","45.6 s","47.1 s","48.6 s","50.2 s","51.8 s","53.5 s"
"87"," Thailand","56.6","59.3","62.7","65.9","66.7","66.9","67.2","67.5","67.7","68.0"
"82"," The former Yugoslav Republic of Macedonia","2.0","2.0","2.0","2.0","2.1","2.1","2.1","2.1","2.1","2.1"
"133"," Timor-Leste","0.7","0.9","0.8","1.0","1.1","1.1","1.1","1.1","1.2","1.2"
"166"," Togo","3.8","4.3","4.9","5.6","6.4","6.6","6.7","6.9","7.1","7.3"
"101"," Tonga","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1"
"65"," Trinidad and Tobago","1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.4","1.4"
"97"," Tunisia","8.2","9.1","9.7","10.1","10.6","10.8","10.9","11.0","11.1","11.3"
"71"," Turkey","54.0","58.5","63.2","67.9","72.3","73.5","74.8","76.2","77.5","78.7"
"111"," Turkmenistan","3.7","4.2","4.5","4.7","5.0","5.1","5.2","5.2","5.3","5.4"
"0"," Tuvalu","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"163"," Uganda","17.4","20.4","23.8","28.0","33.1","34.3","35.4","36.6","37.8","39.0"
"84"," Ukraine","51.4 iii","50.8 iii","48.7 iii","46.8 iii","45.6 iii","45.5 iii","45.3 iii","45.2 iii","45.0 iii","44.8 iii"
"42"," United Arab Emirates","1.8","2.4","3.0","4.5","8.3","8.7","9.0","9.0","9.1","9.2"
"16"," United Kingdom","57.1","57.9","58.9","60.2","62.7","63.2","63.6","64.0","64.3","64.7"
"10"," United States","252.8","266.3","282.9","296.1","309.9","312.4","314.8","317.1","319.4","321.8"
"54"," Uruguay","3.1","3.2","3.3","3.3","3.4","3.4","3.4","3.4","3.4","3.4"
"105"," Uzbekistan","20.5","22.7","24.5","25.9","27.7","28.2","28.6","29.0","29.5","29.9"
"134"," Vanuatu","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3"
"71"," Venezuela (Bolivarian Republic of)","19.9","22.2","24.5","26.8","29.0","29.4","29.9","30.3","30.7","31.1"
"115"," Viet Nam","68.2","75.2","80.3","84.2","88.4","89.3","90.3","91.4","92.4","93.4"
"168"," Yemen","12.0","15.3","17.8","20.5","23.6","24.2","24.9","25.5","26.2","26.8"
"139"," Zambia","8.1","9.3","10.6","12.0","13.9","14.3","14.8","15.2","15.7","16.2"
"154"," Zimbabwe","10.5","11.7","12.5","13.0","14.0","14.3","14.6","14.9","15.2","15.6"
"k: Includes Christmas Island, Cocos (Keeling) Islands and Norfolk Island.u: Includes Nagorno-Karabakh.bb: Includes Northern Cyprus.i: Includes Aland Islands.v: Includes Abkhazia and South Ossetia.t: Includes Sabah and Sarawak.h: Includes Agalega, Rodrigues and Saint Brandon.x: Includes Transnistria.j: Includes Svalbard and Jan Mayen Islands. w: Includes East Jerusalem. y: Includes Kosovo.z: Includes Canary Islands, Ceuta and Melilla.s: Includes Zanzibar. iii: Includes Crimea."